date_label,effective_from,effective_to,classification,card_name
March 2017,01/03/2017,01/06/2017,Limited,Torrential Tribute
March 2017,01/03/2017,01/06/2017,Limited,Tour Guide From the Underworld
March 2017,01/03/2017,01/06/2017,Limited,"Trishula, Dragon of the Ice Barrier"
March 2017,01/03/2017,01/06/2017,Limited,Upstart Goblin
March 2017,01/03/2017,01/06/2017,Limited,Wall of Revealing Light
March 2017,01/03/2017,01/06/2017,Semi-Limited,Atlantean Dragoons
March 2017,01/03/2017,01/06/2017,Semi-Limited,Card Trooper
March 2017,01/03/2017,01/06/2017,Semi-Limited,Ceasefire
March 2017,01/03/2017,01/06/2017,Semi-Limited,Chain Strike
March 2017,01/03/2017,01/06/2017,Semi-Limited,Charge of the Light Brigade
March 2017,01/03/2017,01/06/2017,Semi-Limited,Dark Hole
March 2017,01/03/2017,01/06/2017,Semi-Limited,Debris Dragon
March 2017,01/03/2017,01/06/2017,Semi-Limited,Dragon Ravine
March 2017,01/03/2017,01/06/2017,Semi-Limited,Honest
March 2017,01/03/2017,01/06/2017,Semi-Limited,Interrupted Kaiju Slumber
March 2017,01/03/2017,01/06/2017,Semi-Limited,Necroface
March 2017,01/03/2017,01/06/2017,Semi-Limited,Ojama Trio
March 2017,01/03/2017,01/06/2017,Semi-Limited,Summoner Monk
March 2017,01/03/2017,01/06/2017,Semi-Limited,Thunder King Rai-Oh
March 2017,01/03/2017,01/06/2017,Semi-Limited,Wind-Up Magician
March 2017,01/03/2017,01/06/2017,Semi-Limited,Wisdom-Eye Magician
March 2017,01/03/2017,01/06/2017,Semi-Limited,Zoodiac Ratpier
March 2017,01/03/2017,01/06/2017,Released,Sangan
September 2017,01/09/2017,01/11/2017,Forbidden,Apoqliphort Towers
September 2017,01/09/2017,01/11/2017,Forbidden,"Blaster, Dragon Ruler of Infernos"
September 2017,01/09/2017,01/11/2017,Forbidden,Butterfly Dagger - Elma
September 2017,01/09/2017,01/11/2017,Forbidden,Card Destruction
September 2017,01/09/2017,01/11/2017,Forbidden,Card of Safe Return
September 2017,01/09/2017,01/11/2017,Forbidden,Change of Heart
September 2017,01/09/2017,01/11/2017,Forbidden,Chaos Emperor Dragon - Envoy of the End
September 2017,01/09/2017,01/11/2017,Forbidden,Chicken Game
September 2017,01/09/2017,01/11/2017,Forbidden,Cold Wave
September 2017,01/09/2017,01/11/2017,Forbidden,Confiscation
September 2017,01/09/2017,01/11/2017,Forbidden,Cyber Jar
September 2017,01/09/2017,01/11/2017,Forbidden,Cyber-Stein
September 2017,01/09/2017,01/11/2017,Forbidden,Daigusto Emeral
September 2017,01/09/2017,01/11/2017,Forbidden,Delinquent Duo
September 2017,01/09/2017,01/11/2017,Forbidden,"Denglong, First of the Yang Zing"
September 2017,01/09/2017,01/11/2017,Forbidden,Destiny HERO - Disk Commander
September 2017,01/09/2017,01/11/2017,Forbidden,Dimension Fusion
September 2017,01/09/2017,01/11/2017,Forbidden,"Dinomight Knight, the True Dracofighter"
September 2017,01/09/2017,01/11/2017,Forbidden,Djinn Releaser of Rituals
September 2017,01/09/2017,01/11/2017,Forbidden,El Shaddoll Construct
September 2017,01/09/2017,01/11/2017,Forbidden,Elder Entity Norden
September 2017,01/09/2017,01/11/2017,Forbidden,Elemental HERO Stratos
September 2017,01/09/2017,01/11/2017,Forbidden,Evilswarm Exciton Knight
September 2017,01/09/2017,01/11/2017,Forbidden,Fiber Jar
September 2017,01/09/2017,01/11/2017,Forbidden,Fishborg Blaster
September 2017,01/09/2017,01/11/2017,Forbidden,Giant Trunade
September 2017,01/09/2017,01/11/2017,Forbidden,Graceful Charity
September 2017,01/09/2017,01/11/2017,Forbidden,Grandsoil the Elemental Lord
September 2017,01/09/2017,01/11/2017,Forbidden,Harpie's Feather Duster
September 2017,01/09/2017,01/11/2017,Forbidden,Heavy Storm
September 2017,01/09/2017,01/11/2017,Forbidden,Kaiser Colosseum
September 2017,01/09/2017,01/11/2017,Forbidden,Last Turn
September 2017,01/09/2017,01/11/2017,Forbidden,Last Will
September 2017,01/09/2017,01/11/2017,Forbidden,Lavalval Chain
September 2017,01/09/2017,01/11/2017,Forbidden,Magical Scientist
September 2017,01/09/2017,01/11/2017,Forbidden,Majespecter Unicorn - Kirin
September 2017,01/09/2017,01/11/2017,Forbidden,Makyura the Destructor
September 2017,01/09/2017,01/11/2017,Forbidden,Mass Driver
September 2017,01/09/2017,01/11/2017,Forbidden,Metamorphosis
September 2017,01/09/2017,01/11/2017,Forbidden,Mind Master
September 2017,01/09/2017,01/11/2017,Forbidden,Mirage of Nightmare
September 2017,01/09/2017,01/11/2017,Forbidden,Monster Reborn
September 2017,01/09/2017,01/11/2017,Forbidden,Morphing Jar
September 2017,01/09/2017,01/11/2017,Forbidden,Morphing Jar #2
September 2017,01/09/2017,01/11/2017,Forbidden,Number 16: Shock Master
September 2017,01/09/2017,01/11/2017,Forbidden,Painful Choice
September 2017,01/09/2017,01/11/2017,Forbidden,Performage Damage Juggler
September 2017,01/09/2017,01/11/2017,Forbidden,Performage Plushfire
September 2017,01/09/2017,01/11/2017,Forbidden,Performapal Monkeyboard
September 2017,01/09/2017,01/11/2017,Forbidden,Pot of Avarice
September 2017,01/09/2017,01/11/2017,Forbidden,Pot of Greed
September 2017,01/09/2017,01/11/2017,Forbidden,Premature Burial
September 2017,01/09/2017,01/11/2017,Forbidden,"Redox, Dragon Ruler of Boulders"
September 2017,01/09/2017,01/11/2017,Forbidden,Return from the Different Dimension
September 2017,01/09/2017,01/11/2017,Forbidden,Royal Oppression
September 2017,01/09/2017,01/11/2017,Forbidden,Self-Destruct Button
September 2017,01/09/2017,01/11/2017,Forbidden,"Shurit, Strategist of the Nekroz"
September 2017,01/09/2017,01/11/2017,Forbidden,Sixth Sense
September 2017,01/09/2017,01/11/2017,Forbidden,Snatch Steal
September 2017,01/09/2017,01/11/2017,Forbidden,Solemn Judgment
September 2017,01/09/2017,01/11/2017,Forbidden,Spellbook of Judgment
September 2017,01/09/2017,01/11/2017,Forbidden,Substitoad
September 2017,01/09/2017,01/11/2017,Forbidden,Super Polymerization
September 2017,01/09/2017,01/11/2017,Forbidden,Super Rejuvenation
September 2017,01/09/2017,01/11/2017,Forbidden,Tellarknight Ptolemaeus
September 2017,01/09/2017,01/11/2017,Forbidden,"Tempest, Dragon Ruler of Storms"
September 2017,01/09/2017,01/11/2017,Forbidden,The Forceful Sentry
September 2017,01/09/2017,01/11/2017,Forbidden,The Tyrant Neptune
September 2017,01/09/2017,01/11/2017,Forbidden,"Tidal, Dragon Ruler of Waterfalls"
September 2017,01/09/2017,01/11/2017,Forbidden,Time Seal
September 2017,01/09/2017,01/11/2017,Forbidden,Trap Dustshoot
September 2017,01/09/2017,01/11/2017,Forbidden,Tribe-Infecting Virus
September 2017,01/09/2017,01/11/2017,Forbidden,"True King Lithosagym, the Disaster"
September 2017,01/09/2017,01/11/2017,Forbidden,Ultimate Offering
September 2017,01/09/2017,01/11/2017,Forbidden,Vanity's Emptiness
September 2017,01/09/2017,01/11/2017,Forbidden,Victory Dragon
September 2017,01/09/2017,01/11/2017,Forbidden,Wind-Up Carrier Zenmaity
September 2017,01/09/2017,01/11/2017,Forbidden,Yata-Garasu
September 2017,01/09/2017,01/11/2017,Forbidden,Zoodiac Broadbull
September 2017,01/09/2017,01/11/2017,Forbidden,Zoodiac Drident
September 2017,01/09/2017,01/11/2017,Limited,Artifact Moralltach
September 2017,01/09/2017,01/11/2017,Limited,"Beatrice, Lady of the Eternal"
September 2017,01/09/2017,01/11/2017,Limited,Book of Moon
September 2017,01/09/2017,01/11/2017,Limited,Bottomless Trap Hole
September 2017,01/09/2017,01/11/2017,Limited,"Cir, Malebranche of the Burning Abyss"
September 2017,01/09/2017,01/11/2017,Limited,Compulsory Evacuation Device
September 2017,01/09/2017,01/11/2017,Limited,Dandylion
September 2017,01/09/2017,01/11/2017,Limited,Dark Armed Dragon
September 2017,01/09/2017,01/11/2017,Limited,Dark Hole
September 2017,01/09/2017,01/11/2017,Limited,Deep Sea Diva
September 2017,01/09/2017,01/11/2017,Limited,"Dewloren, Tiger King of the Ice Barrier"
September 2017,01/09/2017,01/11/2017,Limited,Dimensional Fissure
September 2017,01/09/2017,01/11/2017,Limited,Divine Wind of Mist Valley
September 2017,01/09/2017,01/11/2017,Limited,Draco Face-Off
September 2017,01/09/2017,01/11/2017,Limited,Ehther the Heavenly Monarch
September 2017,01/09/2017,01/11/2017,Limited,Emergency Teleport
September 2017,01/09/2017,01/11/2017,Limited,Eradicator Epidemic Virus
September 2017,01/09/2017,01/11/2017,Limited,Evigishki Gustkraken
September 2017,01/09/2017,01/11/2017,Limited,Evigishki Mind Augus
September 2017,01/09/2017,01/11/2017,Limited,Exodia the Forbidden One
September 2017,01/09/2017,01/11/2017,Limited,Final Countdown
September 2017,01/09/2017,01/11/2017,Limited,Foolish Burial
September 2017,01/09/2017,01/11/2017,Limited,Future Fusion
September 2017,01/09/2017,01/11/2017,Limited,Gateway of the Six
September 2017,01/09/2017,01/11/2017,Limited,Genex Ally Birdman
September 2017,01/09/2017,01/11/2017,Limited,"Graff, Malebranche of the Burning Abyss"
September 2017,01/09/2017,01/11/2017,Limited,"Ignis Heat, the True Dracowarrior"
September 2017,01/09/2017,01/11/2017,Limited,"Ignister Prominence, the Blasting Dracoslayer"
September 2017,01/09/2017,01/11/2017,Limited,Imperial Order
September 2017,01/09/2017,01/11/2017,Limited,Infernity Archfiend
September 2017,01/09/2017,01/11/2017,Limited,Infernity Barrier
September 2017,01/09/2017,01/11/2017,Limited,Infernity Launcher
September 2017,01/09/2017,01/11/2017,Limited,Interrupted Kaiju Slumber
September 2017,01/09/2017,01/11/2017,Limited,Inzektor Dragonfly
September 2017,01/09/2017,01/11/2017,Limited,Inzektor Hornet
September 2017,01/09/2017,01/11/2017,Limited,Kozmo Dark Destroyer
September 2017,01/09/2017,01/11/2017,Limited,Left Arm of the Forbidden One
September 2017,01/09/2017,01/11/2017,Limited,Left Leg of the Forbidden One
September 2017,01/09/2017,01/11/2017,Limited,Limiter Removal
September 2017,01/09/2017,01/11/2017,Limited,Macro Cosmos
September 2017,01/09/2017,01/11/2017,Limited,Magical Explosion
September 2017,01/09/2017,01/11/2017,Limited,"Maxx ""C"""
September 2017,01/09/2017,01/11/2017,Limited,Mind Control
September 2017,01/09/2017,01/11/2017,Limited,Miscellaneousaurus
September 2017,01/09/2017,01/11/2017,Limited,Monster Gate
September 2017,01/09/2017,01/11/2017,Limited,Nekroz of Brionac
September 2017,01/09/2017,01/11/2017,Limited,Nekroz of Unicore
September 2017,01/09/2017,01/11/2017,Limited,Neo-Spacian Grand Mole
September 2017,01/09/2017,01/11/2017,Limited,Night Assailant
September 2017,01/09/2017,01/11/2017,Limited,One Day of Peace
September 2017,01/09/2017,01/11/2017,Limited,One for One
September 2017,01/09/2017,01/11/2017,Limited,Pantheism of the Monarchs
September 2017,01/09/2017,01/11/2017,Limited,Qliphort Scout
September 2017,01/09/2017,01/11/2017,Limited,Raigeki
September 2017,01/09/2017,01/11/2017,Limited,Reasoning
September 2017,01/09/2017,01/11/2017,Limited,Red-Eyes Darkness Metal Dragon
September 2017,01/09/2017,01/11/2017,Limited,Reinforcement of the Army
September 2017,01/09/2017,01/11/2017,Limited,Rekindling
September 2017,01/09/2017,01/11/2017,Limited,Right Arm of the Forbidden One
September 2017,01/09/2017,01/11/2017,Limited,Right Leg of the Forbidden One
September 2017,01/09/2017,01/11/2017,Limited,Ring of Destruction
September 2017,01/09/2017,01/11/2017,Limited,Ritual Beast Ulti-Cannahawk
September 2017,01/09/2017,01/11/2017,Limited,Royal Tribute
September 2017,01/09/2017,01/11/2017,Limited,Saqlifice
September 2017,01/09/2017,01/11/2017,Limited,Skill Drain
September 2017,01/09/2017,01/11/2017,Limited,Solemn Warning
September 2017,01/09/2017,01/11/2017,Limited,Soul Charge
September 2017,01/09/2017,01/11/2017,Limited,Soul Drain
September 2017,01/09/2017,01/11/2017,Limited,Speedroid Terrortop
September 2017,01/09/2017,01/11/2017,Limited,Symbol of Heritage
September 2017,01/09/2017,01/11/2017,Limited,That Grass Looks Greener
September 2017,01/09/2017,01/11/2017,Limited,The Monarchs Stormforth
September 2017,01/09/2017,01/11/2017,Limited,Torrential Tribute
September 2017,01/09/2017,01/11/2017,Limited,Tour Guide From the Underworld
September 2017,01/09/2017,01/11/2017,Limited,"Trishula, Dragon of the Ice Barrier"
September 2017,01/09/2017,01/11/2017,Limited,True King's Return
September 2017,01/09/2017,01/11/2017,Limited,Upstart Goblin
September 2017,01/09/2017,01/11/2017,Limited,Wall of Revealing Light
September 2017,01/09/2017,01/11/2017,Limited,Zoodiac Ratpier
September 2017,01/09/2017,01/11/2017,Semi-Limited,Atlantean Dragoons
September 2017,01/09/2017,01/11/2017,Semi-Limited,Black Luster Soldier - Envoy of the Beginning
September 2017,01/09/2017,01/11/2017,Semi-Limited,Brain Control
September 2017,01/09/2017,01/11/2017,Semi-Limited,"Brionac, Dragon of the Ice Barrier"
September 2017,01/09/2017,01/11/2017,Semi-Limited,Burial from a Different Dimension
September 2017,01/09/2017,01/11/2017,Semi-Limited,Card Trooper
September 2017,01/09/2017,01/11/2017,Semi-Limited,Ceasefire
September 2017,01/09/2017,01/11/2017,Semi-Limited,Chain Strike
September 2017,01/09/2017,01/11/2017,Semi-Limited,El Shaddoll Fusion
September 2017,01/09/2017,01/11/2017,Semi-Limited,"Luster Pendulum, the Dracoslayer"
September 2017,01/09/2017,01/11/2017,Semi-Limited,Mathematician
September 2017,01/09/2017,01/11/2017,Semi-Limited,Necroface
September 2017,01/09/2017,01/11/2017,Semi-Limited,Ojama Trio
September 2017,01/09/2017,01/11/2017,Semi-Limited,Preparation of Rites
September 2017,01/09/2017,01/11/2017,Semi-Limited,T.G. Hyper Librarian
September 2017,01/09/2017,01/11/2017,Semi-Limited,Thunder King Rai-Oh
September 2017,01/09/2017,01/11/2017,Semi-Limited,Wind-Up Magician
September 2017,01/09/2017,01/11/2017,Released,Charge of the Light Brigade
September 2017,01/09/2017,01/11/2017,Released,Debris Dragon
September 2017,01/09/2017,01/11/2017,Released,Dragon Ravine
September 2017,01/09/2017,01/11/2017,Released,Honest
September 2017,01/09/2017,01/11/2017,Released,Rescue Cat
September 2017,01/09/2017,01/11/2017,Released,Rescue Rabbit
September 2017,01/09/2017,01/11/2017,Released,Summoner Monk
September 2017,01/09/2017,01/11/2017,Released,Wavering Eyes
September 2017,01/09/2017,01/11/2017,Released,Witch of the Black Forest
November 2017,01/11/2017,01/02/2018,Forbidden,Apoqliphort Towers
November 2017,01/11/2017,01/02/2018,Forbidden,"Blaster, Dragon Ruler of Infernos"
November 2017,01/11/2017,01/02/2018,Forbidden,Butterfly Dagger - Elma
November 2017,01/11/2017,01/02/2018,Forbidden,Card Destruction
November 2017,01/11/2017,01/02/2018,Forbidden,Card of Safe Return
November 2017,01/11/2017,01/02/2018,Forbidden,Change of Heart
November 2017,01/11/2017,01/02/2018,Forbidden,Chaos Emperor Dragon - Envoy of the End
November 2017,01/11/2017,01/02/2018,Forbidden,Chicken Game
November 2017,01/11/2017,01/02/2018,Forbidden,Cold Wave
November 2017,01/11/2017,01/02/2018,Forbidden,Confiscation
November 2017,01/11/2017,01/02/2018,Forbidden,Cyber Jar
November 2017,01/11/2017,01/02/2018,Forbidden,Cyber-Stein
November 2017,01/11/2017,01/02/2018,Forbidden,Daigusto Emeral
November 2017,01/11/2017,01/02/2018,Forbidden,Delinquent Duo
November 2017,01/11/2017,01/02/2018,Forbidden,"Denglong, First of the Yang Zing"
November 2017,01/11/2017,01/02/2018,Forbidden,Destiny HERO - Disk Commander
November 2017,01/11/2017,01/02/2018,Forbidden,Dimension Fusion
November 2017,01/11/2017,01/02/2018,Forbidden,"Dinomight Knight, the True Dracofighter"
November 2017,01/11/2017,01/02/2018,Forbidden,Djinn Releaser of Rituals
November 2017,01/11/2017,01/02/2018,Forbidden,El Shaddoll Construct
November 2017,01/11/2017,01/02/2018,Forbidden,Elder Entity Norden
November 2017,01/11/2017,01/02/2018,Forbidden,Elemental HERO Stratos
November 2017,01/11/2017,01/02/2018,Forbidden,Evilswarm Exciton Knight
November 2017,01/11/2017,01/02/2018,Forbidden,Fiber Jar
November 2017,01/11/2017,01/02/2018,Forbidden,Fishborg Blaster
November 2017,01/11/2017,01/02/2018,Forbidden,Giant Trunade
November 2017,01/11/2017,01/02/2018,Forbidden,Graceful Charity
November 2017,01/11/2017,01/02/2018,Forbidden,Grandsoil the Elemental Lord
November 2017,01/11/2017,01/02/2018,Forbidden,Harpie's Feather Duster
November 2017,01/11/2017,01/02/2018,Forbidden,Heavy Storm
November 2017,01/11/2017,01/02/2018,Forbidden,Kaiser Colosseum
November 2017,01/11/2017,01/02/2018,Forbidden,Last Turn
November 2017,01/11/2017,01/02/2018,Forbidden,Last Will
November 2017,01/11/2017,01/02/2018,Forbidden,Lavalval Chain
November 2017,01/11/2017,01/02/2018,Forbidden,Magical Scientist
November 2017,01/11/2017,01/02/2018,Forbidden,Majespecter Unicorn - Kirin
November 2017,01/11/2017,01/02/2018,Forbidden,Makyura the Destructor
November 2017,01/11/2017,01/02/2018,Forbidden,Mass Driver
November 2017,01/11/2017,01/02/2018,Forbidden,Metamorphosis
November 2017,01/11/2017,01/02/2018,Forbidden,Mind Master
November 2017,01/11/2017,01/02/2018,Forbidden,Mirage of Nightmare
November 2017,01/11/2017,01/02/2018,Forbidden,Monster Reborn
November 2017,01/11/2017,01/02/2018,Forbidden,Morphing Jar
November 2017,01/11/2017,01/02/2018,Forbidden,Morphing Jar #2
November 2017,01/11/2017,01/02/2018,Forbidden,Number 16: Shock Master
November 2017,01/11/2017,01/02/2018,Forbidden,Painful Choice
November 2017,01/11/2017,01/02/2018,Forbidden,Performage Damage Juggler
November 2017,01/11/2017,01/02/2018,Forbidden,Performage Plushfire
November 2017,01/11/2017,01/02/2018,Forbidden,Performapal Monkeyboard
November 2017,01/11/2017,01/02/2018,Forbidden,Pot of Avarice
November 2017,01/11/2017,01/02/2018,Forbidden,Pot of Greed
November 2017,01/11/2017,01/02/2018,Forbidden,Premature Burial
November 2017,01/11/2017,01/02/2018,Forbidden,"Redox, Dragon Ruler of Boulders"
November 2017,01/11/2017,01/02/2018,Forbidden,Return from the Different Dimension
November 2017,01/11/2017,01/02/2018,Forbidden,Royal Oppression
November 2017,01/11/2017,01/02/2018,Forbidden,Self-Destruct Button
November 2017,01/11/2017,01/02/2018,Forbidden,"Shurit, Strategist of the Nekroz"
November 2017,01/11/2017,01/02/2018,Forbidden,Sixth Sense
November 2017,01/11/2017,01/02/2018,Forbidden,Snatch Steal
November 2017,01/11/2017,01/02/2018,Forbidden,Solemn Judgment
November 2017,01/11/2017,01/02/2018,Forbidden,Spellbook of Judgment
November 2017,01/11/2017,01/02/2018,Forbidden,Substitoad
November 2017,01/11/2017,01/02/2018,Forbidden,Super Polymerization
November 2017,01/11/2017,01/02/2018,Forbidden,Super Rejuvenation
November 2017,01/11/2017,01/02/2018,Forbidden,Tellarknight Ptolemaeus
November 2017,01/11/2017,01/02/2018,Forbidden,"Tempest, Dragon Ruler of Storms"
November 2017,01/11/2017,01/02/2018,Forbidden,The Forceful Sentry
November 2017,01/11/2017,01/02/2018,Forbidden,The Tyrant Neptune
November 2017,01/11/2017,01/02/2018,Forbidden,"Tidal, Dragon Ruler of Waterfalls"
November 2017,01/11/2017,01/02/2018,Forbidden,Time Seal
November 2017,01/11/2017,01/02/2018,Forbidden,Trap Dustshoot
November 2017,01/11/2017,01/02/2018,Forbidden,Tribe-Infecting Virus
November 2017,01/11/2017,01/02/2018,Forbidden,"True King Lithosagym, the Disaster"
November 2017,01/11/2017,01/02/2018,Forbidden,Ultimate Offering
November 2017,01/11/2017,01/02/2018,Forbidden,Vanity's Emptiness
November 2017,01/11/2017,01/02/2018,Forbidden,Victory Dragon
November 2017,01/11/2017,01/02/2018,Forbidden,Wind-Up Carrier Zenmaity
November 2017,01/11/2017,01/02/2018,Forbidden,Yata-Garasu
November 2017,01/11/2017,01/02/2018,Forbidden,Zoodiac Broadbull
November 2017,01/11/2017,01/02/2018,Forbidden,Zoodiac Drident
November 2017,01/11/2017,01/02/2018,Limited,Artifact Moralltach
November 2017,01/11/2017,01/02/2018,Limited,"Beatrice, Lady of the Eternal"
November 2017,01/11/2017,01/02/2018,Limited,Blackwing - Gofu the Vague Shadow
November 2017,01/11/2017,01/02/2018,Limited,Book of Moon
November 2017,01/11/2017,01/02/2018,Limited,Bottomless Trap Hole
November 2017,01/11/2017,01/02/2018,Limited,"Cir, Malebranche of the Burning Abyss"
November 2017,01/11/2017,01/02/2018,Limited,Compulsory Evacuation Device
November 2017,01/11/2017,01/02/2018,Limited,Dandylion
November 2017,01/11/2017,01/02/2018,Limited,Dark Armed Dragon
November 2017,01/11/2017,01/02/2018,Limited,Dark Hole
November 2017,01/11/2017,01/02/2018,Limited,Deep Sea Diva
November 2017,01/11/2017,01/02/2018,Limited,"Dewloren, Tiger King of the Ice Barrier"
November 2017,01/11/2017,01/02/2018,Limited,Dimensional Fissure
November 2017,01/11/2017,01/02/2018,Limited,Divine Wind of Mist Valley
November 2017,01/11/2017,01/02/2018,Limited,Draco Face-Off
November 2017,01/11/2017,01/02/2018,Limited,Ehther the Heavenly Monarch
November 2017,01/11/2017,01/02/2018,Limited,Emergency Teleport
November 2017,01/11/2017,01/02/2018,Limited,Eradicator Epidemic Virus
November 2017,01/11/2017,01/02/2018,Limited,Evigishki Gustkraken
November 2017,01/11/2017,01/02/2018,Limited,Evigishki Mind Augus
November 2017,01/11/2017,01/02/2018,Limited,Exodia the Forbidden One
November 2017,01/11/2017,01/02/2018,Limited,Final Countdown
November 2017,01/11/2017,01/02/2018,Limited,Foolish Burial
November 2017,01/11/2017,01/02/2018,Limited,Future Fusion
November 2017,01/11/2017,01/02/2018,Limited,Gateway of the Six
November 2017,01/11/2017,01/02/2018,Limited,Genex Ally Birdman
November 2017,01/11/2017,01/02/2018,Limited,"Graff, Malebranche of the Burning Abyss"
November 2017,01/11/2017,01/02/2018,Limited,"Ignis Heat, the True Dracowarrior"
November 2017,01/11/2017,01/02/2018,Limited,"Ignister Prominence, the Blasting Dracoslayer"
November 2017,01/11/2017,01/02/2018,Limited,Imperial Order
November 2017,01/11/2017,01/02/2018,Limited,Infernity Archfiend
November 2017,01/11/2017,01/02/2018,Limited,Infernity Barrier
November 2017,01/11/2017,01/02/2018,Limited,Infernity Launcher
November 2017,01/11/2017,01/02/2018,Limited,Interrupted Kaiju Slumber
November 2017,01/11/2017,01/02/2018,Limited,Inzektor Dragonfly
November 2017,01/11/2017,01/02/2018,Limited,Inzektor Hornet
November 2017,01/11/2017,01/02/2018,Limited,Kozmo Dark Destroyer
November 2017,01/11/2017,01/02/2018,Limited,Left Arm of the Forbidden One
November 2017,01/11/2017,01/02/2018,Limited,Left Leg of the Forbidden One
November 2017,01/11/2017,01/02/2018,Limited,Limiter Removal
November 2017,01/11/2017,01/02/2018,Limited,Macro Cosmos
November 2017,01/11/2017,01/02/2018,Limited,Magical Explosion
November 2017,01/11/2017,01/02/2018,Limited,"Maxx ""C"""
November 2017,01/11/2017,01/02/2018,Limited,Mind Control
November 2017,01/11/2017,01/02/2018,Limited,Miscellaneousaurus
November 2017,01/11/2017,01/02/2018,Limited,Monster Gate
November 2017,01/11/2017,01/02/2018,Limited,Nekroz of Brionac
November 2017,01/11/2017,01/02/2018,Limited,Nekroz of Unicore
November 2017,01/11/2017,01/02/2018,Limited,Neo-Spacian Grand Mole
November 2017,01/11/2017,01/02/2018,Limited,Night Assailant
November 2017,01/11/2017,01/02/2018,Limited,One Day of Peace
November 2017,01/11/2017,01/02/2018,Limited,One for One
November 2017,01/11/2017,01/02/2018,Limited,Pantheism of the Monarchs
November 2017,01/11/2017,01/02/2018,Limited,Qliphort Scout
November 2017,01/11/2017,01/02/2018,Limited,Raigeki
November 2017,01/11/2017,01/02/2018,Limited,Reasoning
November 2017,01/11/2017,01/02/2018,Limited,Red-Eyes Darkness Metal Dragon
November 2017,01/11/2017,01/02/2018,Limited,Reinforcement of the Army
November 2017,01/11/2017,01/02/2018,Limited,Rekindling
November 2017,01/11/2017,01/02/2018,Limited,Right Arm of the Forbidden One
November 2017,01/11/2017,01/02/2018,Limited,Right Leg of the Forbidden One
November 2017,01/11/2017,01/02/2018,Limited,Ring of Destruction
November 2017,01/11/2017,01/02/2018,Limited,Ritual Beast Ulti-Cannahawk
November 2017,01/11/2017,01/02/2018,Limited,Royal Tribute
November 2017,01/11/2017,01/02/2018,Limited,SPYRAL GEAR - Drone
November 2017,01/11/2017,01/02/2018,Limited,SPYRAL Quik-Fix
November 2017,01/11/2017,01/02/2018,Limited,Saqlifice
November 2017,01/11/2017,01/02/2018,Limited,Set Rotation
November 2017,01/11/2017,01/02/2018,Limited,Skill Drain
November 2017,01/11/2017,01/02/2018,Limited,Solemn Warning
November 2017,01/11/2017,01/02/2018,Limited,Soul Charge
November 2017,01/11/2017,01/02/2018,Limited,Soul Drain
November 2017,01/11/2017,01/02/2018,Limited,Speedroid Terrortop
November 2017,01/11/2017,01/02/2018,Limited,Symbol of Heritage
November 2017,01/11/2017,01/02/2018,Limited,That Grass Looks Greener
November 2017,01/11/2017,01/02/2018,Limited,The Monarchs Stormforth
November 2017,01/11/2017,01/02/2018,Limited,Torrential Tribute
November 2017,01/11/2017,01/02/2018,Limited,Tour Guide From the Underworld
November 2017,01/11/2017,01/02/2018,Limited,"Trishula, Dragon of the Ice Barrier"
November 2017,01/11/2017,01/02/2018,Limited,True King's Return
November 2017,01/11/2017,01/02/2018,Limited,Upstart Goblin
November 2017,01/11/2017,01/02/2018,Limited,Wall of Revealing Light
November 2017,01/11/2017,01/02/2018,Limited,Zoodiac Ratpier
November 2017,01/11/2017,01/02/2018,Semi-Limited,Atlantean Dragoons
November 2017,01/11/2017,01/02/2018,Semi-Limited,Black Luster Soldier - Envoy of the Beginning
November 2017,01/11/2017,01/02/2018,Semi-Limited,Brain Control
November 2017,01/11/2017,01/02/2018,Semi-Limited,"Brionac, Dragon of the Ice Barrier"
November 2017,01/11/2017,01/02/2018,Semi-Limited,Burial from a Different Dimension
November 2017,01/11/2017,01/02/2018,Semi-Limited,Card Trooper
November 2017,01/11/2017,01/02/2018,Semi-Limited,Ceasefire
November 2017,01/11/2017,01/02/2018,Semi-Limited,Chain Strike
November 2017,01/11/2017,01/02/2018,Semi-Limited,El Shaddoll Fusion
November 2017,01/11/2017,01/02/2018,Semi-Limited,"Luster Pendulum, the Dracoslayer"
November 2017,01/11/2017,01/02/2018,Semi-Limited,Mathematician
November 2017,01/11/2017,01/02/2018,Semi-Limited,Necroface
November 2017,01/11/2017,01/02/2018,Semi-Limited,Ojama Trio
November 2017,01/11/2017,01/02/2018,Semi-Limited,Preparation of Rites
November 2017,01/11/2017,01/02/2018,Semi-Limited,T.G. Hyper Librarian
November 2017,01/11/2017,01/02/2018,Semi-Limited,Thunder King Rai-Oh
November 2017,01/11/2017,01/02/2018,Semi-Limited,Wind-Up Magician
February 2018,01/02/2018,01/05/2018,Forbidden,Blackwing - Gofu the Vague Shadow
February 2018,01/02/2018,01/05/2018,Forbidden,"Blaster, Dragon Ruler of Infernos"
February 2018,01/02/2018,01/05/2018,Forbidden,Butterfly Dagger - Elma
February 2018,01/02/2018,01/05/2018,Forbidden,Card Destruction
February 2018,01/02/2018,01/05/2018,Forbidden,Card of Safe Return
February 2018,01/02/2018,01/05/2018,Forbidden,Change of Heart
February 2018,01/02/2018,01/05/2018,Forbidden,Chaos Emperor Dragon - Envoy of the End
February 2018,01/02/2018,01/05/2018,Forbidden,Chicken Game
