card_id,card_name,category,justification,card_text
10424147,Super Quantal Mech Ship Magnacarrier,Starter,"This card allows for the Special Summon of an ""Super Quantal Mech Beast"" Xyz Monster from the Extra Deck by discarding a card and controlling a ""Super Quantum"" monster. This can initiate the deck's combo by establishing an Xyz Monster on the field, making it a strong opening play.","Discard 1 card, then target 1 ""Super Quantum"" monster you control; Special Summon from your Extra Deck, 1 ""Super Quantal Mech Beast"" Xyz Monster with the same Attribute as that monster you control by using it as material. (This is treated as an Xyz Summon.) You can send this card from the Field Zone to the GY, then target 3 ""Super Quantal Mech Beast"" Xyz Monsters with different names you control and/or in your GY; Special Summon 1 ""Super Quantal Mech King Great Magnus"" from your Extra Deck, and if you do, attach the targeted monsters and their materials to it as material."
32134638,Dinomist Ankylos,,"This card's effects are primarily reactive or provide passive benefits to ""Dinomist"" monsters. The Pendulum Effect requires being in the Pendulum Zone to negate a targeting effect, and the Monster Effect banishes monsters destroyed by battle, neither of which initiates a combo, disrupts the opponent from the hand, extends existing plays, or breaks a board.","[ Pendulum Effect ] 
Once, while this card is in your Pendulum Zone, you can negate an activated card effect that targets another ""Dinomist"" card(s) you control, then destroy this card.

[ Monster Effect ] 
Banish any monster destroyed by battle with a ""Dinomist"" monster you control."
3629090,Cyber Angel Idaten,Starter,"This card's effect allows it to search for a Ritual Spell upon being Ritual Summoned, which is the first step in executing a Ritual Monster-based strategy. This makes it a key card to initiate plays.","You can Ritual Summon this card with ""Machine Angel Ritual"". If this card is Ritual Summoned: You can add 1 Ritual Spell from your Deck or GY to your hand. If this card is Tributed: You can make all Ritual Monsters you control gain 1000 ATK/DEF."
74583607,D/D/D Flame King Genghis,Extender,"The card's primary effect requires another ""D/D"" monster to be Special Summoned while it is on the field, enabling further plays and extending combos. It does not initiate a combo on its own.","2 ""D/D"" monsters
If another ""D/D"" monster(s) is Special Summoned to your field, while you control this face-up card (except during the Damage Step): You can target 1 ""D/D"" monster in your Graveyard; Special Summon it. You can only use this effect of ""D/D/D Flame King Genghis"" once per turn. If this card is destroyed by battle, or if this card in its owner's possession is destroyed by an opponent's card effect: You can target 1 ""Dark Contract"" card in your Graveyard; add it to your hand."
87765315,Forge of the True Dracos,Board Breaker,"This card's effect requires specific monsters to be on the field to activate, and its primary function is to shuffle cards on the field into the deck and summon a monster. This allows it to disrupt an established opponent's board, fitting the role of a board breaker, especially when going second.","If a ""Dracoslayer"" monster, that is not a Pendulum Monster, and a ""Dracoverlord"" monster are on the field: Shuffle as many cards on the field as possible into the Deck, then you can Special Summon 1 ""Dracoslayer"" or ""Dracoverlord"" monster from your Deck, ignoring its Summoning conditions."
20007374,Converging Wishes,,"This card is a Fusion Spell that provides buffs and additional attacks to a specific monster when equipped. It doesn't initiate plays by itself, disrupt the opponent from hand, extend existing combos, break boards, or function as a ""necessary brick."" Its effect is entirely dependent on other cards being on the field.","If you have 5 or more Dragon-Type Synchro Monsters with different names in your Graveyard: Special Summon 1 ""Stardust Dragon"" from your Extra Deck (this is treated as a Synchro Summon), but banish it during the End Phase. Equip it with this card. While equipped, it gains ATK equal to the combined ATK of all Dragon-Type Synchro Monsters in your Graveyard. Also while equipped, when it destroys an opponent's monster by battle: You can banish 1 Dragon-Type Synchro Monster from your Graveyard; it can attack an opponent's monster again in a row."
41375811,Zoodiac Chakanine,Extender,"This card requires existing monsters on the field to be Xyz Summoned and then uses its effect to revive another monster, extending existing plays rather than initiating them.","2 or more Level 4 monsters
Once per turn, you can also Xyz Summon ""Zoodiac Chakanine"" by using 1 ""Zoodiac"" monster you control with a different name as Xyz Material. (If you used an Xyz Monster, any Xyz Materials attached to it also become Xyz Materials on this card.) This card gains ATK and DEF equal to the ATK and DEF of all ""Zoodiac"" monsters attached to it as Materials. Once per turn: You can detach 1 Xyz Material from this card, then target 1 ""Zoodiac"" monster in your Graveyard; Special Summon it, but for the rest of this turn, it has its effects negated, also it cannot be used as an Xyz Material for a Summon."
50078320,Engraver of the Mark,Handtrap,"This card can be activated from the hand during either player's turn to disrupt the opponent by changing the card name they declared. The second effect to destroy a card on the field during the End Phase also serves as disruption or removal, fitting the role of a handtrap.","During either player's turn, when your opponent activates a card or effect by declaring exactly 1 card name: You can send this card from your hand to the Graveyard; declare 1 other card name. The card name your opponent declared becomes the card name declared by this effect. Once per turn, during either player's turn: You can target 1 face-up card on the field; destroy it during the End Phase of the next turn."
1197847,Phantasm Spiral Wave,Extender,"This card requires an equipped monster to already be on the field to provide its protection effect. Its secondary effect of Special Summoning ""Phantasm Spiral Dragon"" and equipping itself also depends on the equipped monster having battled, thus extending existing plays rather than initiating them.","Equip only to a Normal Monster. The first time the equipped monster would be destroyed by battle each turn, it is not destroyed. At the end of the Battle Phase, if the equipped monster battled: You can Special Summon 1 ""Phantasm Spiral Dragon"" from your hand, Deck, or Graveyard, and equip it with this card, then if they have any, your opponent discards 1 card. You can only use this effect of ""Phantasm Spiral Wave"" once per turn."
48444114,Luna Light Perfume,Starter,"This card can be activated from the hand and initiates plays by Special Summoning a ""Lunalight"" monster from the Graveyard, allowing for early combo development.","Target 1 ""Lunalight"" monster in your GY; Special Summon it. You can banish this card from your GY, then discard 1 card; add 1 ""Lunalight"" monster from your Deck to your hand."
45533023,Raidraptor - Blaze Falcon,Board Breaker,"This card's effect to destroy all Special Summoned monsters the opponent controls, activated by detaching an Xyz Material, is a powerful way to clear an established opponent's board, making it a board breaker. While it can also attack directly, its primary disruptive potential lies in its board-clearing ability.","3 Level 5 Winged Beast-Type monsters
This card can attack directly while it has Xyz Material. When this card inflicts battle damage to your opponent: You can target 1 monster your opponent controls; destroy it. Once per turn: You can detach 1 Xyz Material from this card; destroy as many Special Summoned monsters your opponent controls as possible, and if you do, inflict 500 damage to your opponent for each monster destroyed."
8529136,Scrap Fist,,"This card's effect requires a specific monster (""Junk Warrior"") to be on the field and only provides battle-related benefits during the turn it is activated. It does not initiate plays, disrupt the opponent from hand, extend combos, break boards, or function as a necessary but undesirable draw like a Garnet. Its impact is situational and tied to an existing board presence.","Target 1 ""Junk Warrior"" you control; if it battles an opponent's monster this turn while you control it, apply these effects.
● Your opponent cannot activate cards or effects until the end of the Damage Step.
● If it attacks a Defense Position monster, inflict piercing battle damage to your opponent.
● Double any battle damage your opponent takes.
● It cannot be destroyed by battle.
● Destroy the opponent's monster that battled it at the end of the Damage Step."
59975920,Super Quantum Red Layer,Starter,"The card can be Special Summoned from the hand when no monsters are controlled, and its effect allows it to add a ""Super Quant"" card from the GY to the hand, providing a strong opening play that can initiate the deck's strategy.","If you control no monsters, you can Special Summon this card (from your hand). You can only use each of the following effects of ""Super Quantum Red Layer"" once per turn.
● When this card is Normal or Special Summoned: You can target 1 ""Super Quant"" card in your GY; add it to your hand.
● If this card is sent to the GY: You can target 1 ""Super Quant"" monster in your GY, except ""Super Quantum Red Layer""; Special Summon it, but it cannot activate its effects."
99274184,Crystron Impact,Extender,"The card can be activated from the Graveyard during either player's turn to protect a ""Crystron"" monster by banishing itself, and this effect can be used to extend plays by ensuring a combo piece remains on the field or to disrupt the opponent's plays without needing to be on the field initially. The first effect to special summon also requires a banished ""Crystron"" to target, implying a prior play has been made.","Target 1 of your banished ""Crystron"" monsters; Special Summon it, and if you do, if your opponent controls any face-up monsters, change their DEF to 0. During either player's turn, except the turn this card was sent to the Graveyard, when a card or effect is activated that targets a ""Crystron"" monster you control: You can banish this card from your Graveyard; negate that effect."
25793414,Windwitch - Crystal Bell,Extender,"This card’s effect requires an existing board (at least one ""Windwitch"" monster) to activate, extending the combos that have already been established. It doesn’t initiate a new play but builds upon an existing one.","""Windwitch - Winter Bell"" + 1 ""Windwitch"" monster
You can target 1 monster in either player's Graveyard; until the End Phase, this card's name becomes that target's original name, and replace this effect with that target's original effects. If this card in your possession is destroyed by your opponent's card (by battle or card effect) and sent to your Graveyard: You can target 1 ""Windwitch - Winter Bell"" and 1 Level 4 or lower ""Windwitch"" monster in your Graveyard; Special Summon them. You can only use each effect of ""Windwitch - Crystal Bell"" once per turn."
20960340,Krystal Avatar,Handtrap,"This card is activated from the hand during the opponent's turn in response to a specific battle condition, disrupting the opponent's offensive play by changing the attack target and potentially inflicting damage, fitting the role of a handtrap.","When an opponent's monster declares a direct attack, if its ATK is greater than or equal to your LP: Special Summon this card in Attack Position as an Effect Monster (Warrior-Type/LIGHT/Level 4/ATK ?/DEF 0) that has ATK equal to your LP, then change the attack target to this card. (This card is also still a Trap Card.) If this card Summoned this way is destroyed by battle, after damage calculation: Inflict damage to your opponent equal to its ATK."
11646785,Super Quantal Mech Beast Aeroboros,Extender,"This card's ability to change an opponent's monster to face-down Defense Position, especially when activated during either player's turn if it has a specific material, can disrupt the opponent's board and potentially enable further plays for the user by clearing a problematic monster, thus extending their advantage or control. It doesn't initiate a combo on its own but supports an ongoing strategy.","2 Level 4 monsters
Cannot attack unless it has Xyz Material. Once per turn: You can detach 1 Xyz Material from this card, then target 1 other face-up monster on the field; change it to face-down Defense Position. This effect can be activated during either player's turn, if this card has ""Super Quantum Green Layer"" as Xyz Material. Once per turn: You can attach 1 ""Super Quantum"" monster from your hand or field to this card as an Xyz Material."
74892653,Stardust Warrior,Handtrap,"This card can be activated during either player's turn by tributing itself to negate a Special Summon and destroy the summoned monster(s). This disruptive ability, usable from outside of the field, aligns with the strategic role of a handtrap.","1 Tuner Synchro Monster + 1 or more non-Tuner Synchro Monsters
During either player's turn, if your opponent would Special Summon a monster(s): You can Tribute this card; negate the Summon, and if you do, destroy that monster(s). During the End Phase, if this effect was activated this turn (and was not negated): You can Special Summon this card from your Graveyard. If this card is destroyed by battle, or if this face-up card you control leaves the field because of an opponent's card effect: You can Special Summon 1 Level 8 or lower ""Warrior"" Synchro Monster from your Extra Deck. (This Special Summon is treated as a Synchro Summon.)"
10441498,"Vennu, Bright Bird of Divinity",Extender,"The card's primary effect, changing a monster's Level, can extend combos by enabling easier Xyz or Synchro summons. The second effect, adding a monster from the GY to hand upon a tribute, also provides resources to continue plays after a board presence has been established. It doesn't necessarily start a combo on its own and is more about continuing or enhancing existing plays.","You can Ritual Summon this card with ""Primal Cry"". Once per turn: You can reveal 1 monster in your hand, then target 1 face-up monster on the field; that target's Level becomes equal to the Level the revealed monster had, until the end of this turn. Once per turn, if another monster is Tributed from your hand or field (except during the Damage Step): You can target 1 monster in your Graveyard; add it to your hand."
51570882,Greedy Venom Fusion Dragon,Board Breaker,"This card's effects, particularly negating a monster's effects and reducing its ATK to 0, or destroying all monsters on the field when it's destroyed, are primarily used to dismantle an established opponent's board, making it a board breaker. While it has a revival effect, its primary utility in disrupting an opponent's board is more prominent.","1 ""Predaplant"" monster + 1 DARK monster whose original Level is 8 or higher
Must first be Fusion Summoned. Once per turn: You can target 1 face-up monster on the field; until the end of this turn, change that target's ATK to 0, also that target has its effects negated. If this card is destroyed and sent to the Graveyard: Destroy as many monsters on the field as possible, then you can banish 1 Level 8 or higher DARK monster from your Graveyard and Special Summon this card from the Graveyard."
93927067,Kaiser Vorse Raider,Starter,"This card can be Special Summoned from the hand when the player controls no monsters, allowing it to initiate plays by itself and begin a combo.","If you control no monsters, you can Special Summon this card (from your hand). If this card destroys an opponent's monster by battle: This card gains 500 ATK. If this card is destroyed by battle: The monster that destroyed it loses 500 ATK."
46796664,D/D Savant Copernicus,Starter,"The monster effect allows it to send a ""D/D"" or ""Dark Contract"" card from the Deck to the GY upon Normal or Special Summon, which is a strong opening play to set up subsequent combos.","[ Pendulum Effect ] 
You cannot Pendulum Summon monsters, except ""D/D"" monsters. This effect cannot be negated. Once, while this card is in your Pendulum Zone, you can negate an activated Spell effect that would inflict damage to you, then destroy this card.

[ Monster Effect ] 
If this card is Normal or Special Summoned: You can send 1 ""D/D"" or ""Dark Contract"" card from your Deck to the GY, except ""D/D Savant Copernicus"". You can only use this effect of ""D/D Savant Copernicus"" once per turn."
18803791,Dark Dragon Ritual,Starter,"This card's primary function is to facilitate the Ritual Summon of a specific monster, ""Paladin of Dark Dragon,"" which is a key component of certain ""Red-Eyes"" strategies. Its ability to search for ""Red-Eyes"" Spell/Trap cards from the Graveyard also contributes to initiating and progressing plays, making it a strong opening card.","This card is used to Ritual Summon ""Paladin of Dark Dragon"". You must also Tribute monsters from your hand or field whose total Levels equal 4 or more. During your Main Phase, except the turn this card was sent to the Graveyard: You can banish this card from your Graveyard; add 1 ""Red-Eyes"" Spell/Trap Card from your Deck to your hand."
45349196,Archfiend Black Skull Dragon,,"This card is a Fusion Monster that requires specific monsters to be Fusion Summoned. Its effects are primarily combat-oriented or trigger after a battle, and it does not inherently start, extend, disrupt, or break boards on its own without already having established a presence on the field. It does not fit the typical criteria of the defined categories.","1 Level 6 ""Archfiend"" Normal Monster + 1 ""Red-Eyes"" Normal Monster
You can only Special Summon ""Archfiend Black Skull Dragon(s)"" once per turn. If this card battles, your opponent's cards and effects cannot be activated until the end of the Damage Step. If damage calculation is performed involving this Fusion Summoned card, at the end of the Battle Phase: You can target 1 ""Red-Eyes"" Normal Monster in your Graveyard; inflict damage to your opponent equal to its ATK in the Graveyard, then shuffle it into the Deck."
78202553,Subterror Behemoth Stalagmo,Extender,"The card's primary effect requires discarding a ""Subterror"" monster to draw, which can extend plays by providing more resources. Additionally, it can be Special Summoned from the hand when a monster is flipped face-down, allowing for continued board presence or combo continuation after an initial play has been made. It does not typically initiate a combo on its own nor disrupt the opponent from hand.","FLIP: You can discard 1 ""Subterror"" monster, and if you do, draw 2 cards. You can only use this effect of ""Subterror Behemoth Stalagmo"" once per turn.
When a face-up monster you control is flipped face-down, if you control no face-up monsters: You can Special Summon this card from your hand in Defense Position. Once per turn: You can change this card to face-down Defense Position."
92807548,Darklord Ukoback,Starter,"This card's effect activates upon being Normal or Special Summoned, allowing it to send a ""Darklord"" card from the Deck to the Graveyard. This is a key way to start a ""Darklord"" combo by setting up the Graveyard with essential pieces.","If this card is Normal or Special Summoned: You can send 1 ""Darklord"" card from your Deck to the Graveyard. You can only use this effect of ""Darklord Ukoback"" once per turn."
68625727,Prediction Princess Petalelf,Board Breaker,"This card's FLIP effect directly disrupts the opponent's established board by changing their monsters' battle positions and locking them in place, fulfilling the role of a board breaker, especially when going second.",FLIP: You can change all face-up Attack Position monsters your opponent controls to face-up Defense Position. Monsters changed to Defense Position by this effect cannot change their battle positions.
63992027,Double Cipher,Extender,"This card requires an existing ""Galaxy-Eyes"" or ""Cipher"" Xyz Monster on the field to activate its effect, allowing for further extension of plays or recovery after a disruption. It doesn't initiate a combo on its own.","If your opponent controls a monster with the highest ATK on the field (even if tied): Target 1 ""Galaxy-Eyes"" or ""Cipher"" Xyz Monster you control that has Xyz Material; detach all Xyz Materials from that Xyz Monster, and if you do, Special Summon 1 monster from your Extra Deck with the same name as that Xyz Monster."
62070231,Number 94: Crystalzero,Extender,"This card's effect can be activated during either player's turn to alter a monster's ATK, which can be used to push through opponent's established monsters or enable your own offensive plays after a board has been set up. It does not initiate a combo on its own.","2 Level 5 WATER monsters
During either player's turn: You can detach 1 Xyz Material from this card, then target 1 face-up monster on the field; its ATK becomes half its current ATK until the end of your turn."
17857780,Performapal Cheermole,,"The Pendulum Effect provides a small ATK boost to all Pendulum monsters, which is a passive buff and not a combo starter. The Monster Effect targets a monster with different ATK and provides a stat change, which is a niche utility and not a primary combo enabler, extender, handtrap, or board breaker. It doesn't fit the criteria for any of the defined categories.","[ Pendulum Effect ] 
All Pendulum Monsters you control gain 300 ATK.

[ Monster Effect ] 
You can target 1 monster whose current ATK is different from its original ATK; apply the appropriate effect. You can only use this effect of ""Performapal Cheermole"" once per turn.
● If that monster's current ATK is higher than its original ATK, it gains 1000 ATK.
● If that monster's current ATK is lower than its original ATK, it loses 1000 ATK."
24101897,Ghostrick Nekomusume,Extender,"This card's primary effect of flipping monsters face-down requires another ""Ghostrick"" monster on the field to activate, indicating it's used to extend existing plays or maintain a board state rather than initiating them. While it can be summoned without a ""Ghostrick"" monster, its main disruptive/utility effect is conditional on having a board presence.","Cannot be Normal Summoned, unless you control a ""Ghostrick"" monster. Once per turn: You can change this card to face-down Defense Position. When a Level 4 or higher monster(s) is Normal or Special Summoned: Change that monster(s) to face-down Defense Position. There must be another ""Ghostrick"" monster on the field to activate and to resolve this effect."
69982329,Pendulum Shift,Handtrap,"This card's effect is reactive, triggered by an opponent's action (declaring a Pendulum Scale). It disrupts the opponent's play by forcing them to use a specific scale, fitting the definition of a disruptive handtrap.","Target 1 card in either player's Pendulum Zone and declare a Pendulum Scale from 1 to 10; this turn, that card becomes that Pendulum Scale."
56574543,Bujingi Sinyou,Extender,"This card's effect activates from the Graveyard during the Damage Step, requiring a ""Bujin"" monster to already be battling on the field. It provides an ATK boost and damage mitigation, extending the combat advantage of an existing play rather than initiating a new one.","During either player's Damage Step, if a Beast-Warrior-Type ""Bujin"" monster you control battles an opponent's monster: You can banish this card from your Graveyard; that monster you control gains ATK equal to the current ATK of the opponent's monster it is battling until the end of the Damage Step, and if it does, all battle damage your opponent takes from that battle is halved. You can only use this effect of ""Bujingi Sinyou"" once per turn."
43138260,Xyz Remora,Extender,"This card's primary effect requires detaching Xyz Materials from monsters you control to Special Summon itself. This activation condition means it cannot be played on its own to start a combo, but rather extends an existing Xyz-based play by bringing back other monsters from the Graveyard.","You can Special Summon this card (from your hand) by detaching 2 Xyz Materials from monster(s) you control. When you do: You can target 2 Level 4 Fish-Type monsters in your Graveyard; Special Summon those targets in face-up Defense Position. Their effects are negated, they cannot attack or change their battle positions, and cannot be used as Xyz Material for an Xyz Summon, except for the Xyz Summon of a WATER monster."
54490275,Ghostrick Yuki-onna,Extender,"This card's primary activation condition is to be Normal Summoned only if you control a ""Ghostrick"" monster, meaning it requires an existing board presence or a way to get a ""Ghostrick"" monster on the field first. Its own effect to change itself to face-down Defense Position also serves to continue plays or set up future interactions rather than initiate them.","Cannot be Normal Summoned, unless you control a ""Ghostrick"" monster. Once per turn: You can change this card to face-down Defense Position. When this card is destroyed by battle and sent to the Graveyard: You can change the monster that destroyed it to face-down Defense Position, and if you do, it cannot change its battle position."
6351548,Dawn Knight,Starter,"This card can be sent from the field to the Graveyard to search for another LIGHT monster, enabling the start of a combo by providing a key piece. It can also be sent from the Deck to the Graveyard to facilitate further plays, making it a strong opening card.","If this card is sent from the field to the Graveyard: You can send 1 LIGHT monster from your Deck to the Graveyard. If this card is sent from your Deck to the Graveyard: Target 1 LIGHT monster in your Graveyard; place that target on the top of your Deck. You can only use 1 ""Dawn Knight"" effect per turn, and only once that turn."
33725002,V Salamander,Starter,"This card can be Normal Summoned to Special Summon a ""Utopia"" monster from the Graveyard, which is a strong opening play that begins a combo by establishing a monster on the field and providing resources.","When this card is Normal Summoned: You can target 1 ""Utopia"" monster in your Graveyard; Special Summon that target. You can target 1 ""Number C39: Utopia Ray V"" you control; equip this monster you control to that target. Once per turn, while this card is equipped to a monster: You can detach 1 Xyz Material from the equipped monster; negate the equipped monster's effects (even after this card leaves the field or the monster becomes unaffected by card effects), and if you do, destroy all monsters your opponent controls, and if you do that, inflict 1000 damage to your opponent for each monster destroyed by this effect."
66127916,Fusion Reserve,Starter,"This card can be activated from the hand to search for a key combo piece (a Fusion Material) and potentially recover a ""Polymerization,"" allowing the player to begin their Fusion Summoning strategy by itself.","Reveal 1 Fusion Monster in your Extra Deck, add 1 of the Fusion Materials whose name is specifically listed on that card from your Deck to your hand, then you can add 1 ""Polymerization"" from your Graveyard to your hand."
6260554,Do a Barrel Roll,Handtrap,"This card can be activated from the hand during either player's turn when an opponent's Spell, Trap, or monster effect is activated, with the cost of Tributing ""Mecha Phantom Beast Tokens."" This immediate disruption without requiring field presence defines it as a handtrap.","When a Spell Card, Trap Card, or monster effect is activated: Tribute all ""Mecha Phantom Beast Tokens"" you control; negate the activation, and if you do, destroy it."
84764038,"Scarm, Malebranche of the Burning Abyss",Starter,"This card can be Special Summoned from the hand if you control no Spell/Trap Cards, which is a condition easily met at the start of a turn. Once Special Summoned, it can then be sent to the Graveyard to search for another Level 3 DARK Fiend-Type monster, initiating a combo or engine.","If you control a monster that is not a ""Burning Abyss"" monster, destroy this card. You can only use 1 of these effects of ""Scarm, Malebranche of the Burning Abyss"" per turn, and only once that turn.
● If you control no Spell/Trap Cards: You can Special Summon this card from your hand.
● During the End Phase, if this card is in the Graveyard because it was sent there this turn: You can add 1 Level 3 DARK Fiend-Type monster from your Deck to your hand, except ""Scarm, Malebranche of the Burning Abyss""."
82593786,Bacon Saver,Handtrap,"While this card's effect negates an attack and is powerful, its primary activation condition (banishing from the Graveyard) means it needs to have been sent there first, and its effect is not as proactive or combo-starting as a typical starter. Its ability to disrupt plays during either player's turn, particularly during an attack, aligns it with disruptive handtrap-like effects even though it is activated from the graveyard.","During either player's Battle Step, while an attack is occurring: You can banish this card from your Graveyard; negate the attack. You can only use the effect of ""Bacon Saver"" once per Duel."
15341822,Fluff Token,"Card Text: “If you control no monsters: You can Tribute this card; Special Summon 1 ""Fluffal"" monster from your hand. You can only use this effect of ""Fluffal Sheep"" once per turn. If you control a ""Frightfur"" Fusion Monster: You can banish this card from your GY; destroy 1 card your opponent controls.”","``` Category: Starter This card can be Normal Summoned without any prerequisites and its effect allows for the Special Summon of a ""Fluffal"" monster from hand, directly initiating a combo. ```","This card can be used as a ""Fluff Token"".

*If used for another Token, apply that Token's Type/Attribute/Level/ATK/DEF."
55599882,Bujintervention,Board Breaker,"This card's effect targets an opponent's monster and has the potential to banish all monsters with the same name from the opponent's entire card pool (hand, Main Deck, Extra Deck, GY) if that monster is destroyed by battle with a Bujin monster. This effect is primarily used to remove established threats and cripple the opponent's resources, fitting the definition of a board breaker, especially when used going second. It doesn't initiate a combo or extend existing ones.","Target 1 ""Bujin"" monster on the field; apply this effect to it for the rest of this turn. Each time it destroys a monster by battle whose current ATK is greater than or equal to the targeted monster's original ATK, and sends it to the Graveyard: Banish the destroyed monster, and if you do, banish all monsters from your opponent's hand, Main Deck, Extra Deck, and Graveyard with the same name that the destroyed monster had in the Graveyard."
33698022,Black Rose Moonlight Dragon,Extender,"This card can be Special Summoned using monsters already on the field, and its effect can disrupt the opponent's plays by returning their Special Summoned monsters to the hand, thereby extending your own plays or preventing the opponent from developing their board further.","1 Tuner + 1 or more non-Tuner monsters
If this card is Special Summoned, or a Level 5 or higher monster(s) is Special Summoned to your opponent's side of the field: Target 1 Special Summoned monster your opponent controls; return that target to the hand. You can only use this effect of ""Black Rose Moonlight Dragon"" once per turn."
70329348,Fire Formation - Tenken,,"This card is a Trap Card activated during the Main Phase, but it doesn't disrupt the opponent from hand, nor does it start a combo on its own. It offers protection and a small ATK boost, but doesn't fit the core definitions of the other categories.","Activate only during Main Phase 1. When this card is activated: Target 1 Beast-Warrior-Type monster you control; during this phase, its effects are negated, also it is unaffected by the effects of cards other than this card. (This applies even if this card leaves the field.) All Beast-Warrior-Type monsters you control gain 300 ATK."
5026221,Stellarnova Wave,Extender,"This card's effect can be activated during either player's turn to Special Summon a ""tellarknight"" monster from the hand. This allows it to continue or extend existing plays by bringing out additional monsters, rather than starting a combo on its own.","Once per turn, during your Main Phase or your opponent's Battle Phase: You can Special Summon 1 ""tellarknight"" monster from your hand."
24658418,Galaxy Tyranno,Extender,"This card can be Special Summoned from the hand when a specific condition is met (opponent attacking a ""Galaxy"" monster), and it directly continues plays by allowing an Xyz Summon. This requires existing board presence or a specific opponent action to activate, fitting the role of an extender rather than a starter.","When a ""Galaxy"" monster you control is targeted for an attack: You can Special Summon this card from your hand in Defense Position. When Summoned this way, you can: Immediately after this effect resolves, Xyz Summon 1 ""Galaxy"" Xyz Monster, using only ""Galaxy"" monsters you control."
97211663,Nekroz Cycle,Starter,"This card's primary effect allows for the Ritual Summon of a ""Nekroz"" monster from hand or GY. The secondary effect, which searches a ""Nekroz"" Spell when you control no monsters, provides a way to start plays even when your board is empty, making it a strong opening card for the ""Nekroz"" archetype.","This card can be used to Ritual Summon any ""Nekroz"" Ritual Monster. Tribute monsters from your hand or field, then Ritual Summon 1 ""Nekroz"" Ritual Monster from your hand or GY whose Level exactly equals the total Levels of those monsters. You can only use this effect of ""Nekroz Cycle"" once per turn. If you control no monsters: You can banish this card and 1 ""Nekroz"" monster from your GY; add 1 ""Nekroz"" Spell from your Deck to your hand."
39806198,Gimmick Puppet Magnet Doll,Starter,"This card’s effect directly enables a specific opening play – Special Summoning itself – contingent on controlling a set number of “Gimmick Puppet” monsters, making it a clear starter card for that archetype.","If your opponent controls a monster, and all monsters you control are face-up ""Gimmick Puppet"" monsters (min. 1), you can Special Summon this card (from your hand)."
66413481,Fire King Avatar Yaksha,Extender,"This card is Special Summoned from the hand when a ""Fire King"" monster is destroyed, which typically happens after initial plays have begun. Its effect then allows for further board development or disruption, extending the combo.","If a face-up ""Fire King"" monster you control is destroyed by a card effect (except during the Damage Step): You can Special Summon this card from your hand. If this card is destroyed and sent to the Graveyard: You can destroy 1 card in your hand or that you control. You can only use this effect of ""Fire King Avatar Yaksha"" once per turn."
21223277,"Artorigus, King of the Noble Knights",Extender,"This card is an Xyz Monster and requires specific monsters to be on the field to be summoned. Its effects allow for further plays by equipping spells or destroying opponent's spells/traps, which extends the combo or provides disruption after a board has been established.","2 Level 4 ""Noble Knight"" monsters
When this card is Xyz Summoned: You can target up to 3 ""Noble Arms"" Equip Spell Cards with different names in your Graveyard; equip those targets to this card. Once per turn: You can detach 1 Xyz Material from this card; destroy any number of Spell/Trap Cards on the field, up to the number of ""Noble Arms"" Equip Spell Cards you control."
20785975,Number C103: Ragnafinity,Board Breaker,"The card's primary effect allows it to target and banish an opponent's monster, inflicting damage based on ATK difference, which directly addresses and removes threats on the opponent's field. While it can revive itself, its main utility is in disrupting the opponent's board.","3 Level 5 monsters
Once per turn, during either player's turn: You can detach 1 Xyz Material from this card, then target 1 face-up monster your opponent controls; inflict damage to your opponent equal to the difference between that monster's original ATK and current ATK, and if you do, banish it. When this card is destroyed and sent to the Graveyard while it has Xyz Material: You can Special Summon this card from your Graveyard. ""Number 103: Ragnazero"" must be in your Graveyard to activate and to resolve this effect."
84220251,Heraldry Reborn,Extender,"This card's effect requires a ""Heraldic Beast"" monster to be in the Graveyard to activate, meaning it needs a preceding play to establish that condition. It then allows for further combo extension by bringing back a monster from the Graveyard.","Target 1 ""Heraldic Beast"" monster in your Graveyard; Special Summon it."
84401683,Gorgonic Guardian,Extender,"This card requires the presence of two Level 3 Rock-Type monsters to be summoned, indicating it's used after an initial play has been made to further a combo or disrupt the opponent, fitting the role of an extender rather than a starter or board breaker. Its effects can be used during either player's turn to weaken opponent monsters.","2 Level 3 Rock-Type monsters
Once per turn, during either player's turn: You can detach 1 Xyz Material from this card, then target 1 face-up monster your opponent controls; its ATK becomes 0, and if it does, its effects are negated. These effects last until the end of this turn. Once per turn: You can target 1 monster on the field with 0 ATK; destroy it."
84877802,Magnum Shield,,"This card is an Equip Spell that only provides stat boosts based on the monster's battle position. It does not activate an effect to initiate plays, disrupt the opponent, extend combos, break boards, or serve as a necessary but undesirable brick.","Equip only to a Warrior-Type monster. Apply this effect, depending on its battle position.
● Attack Position: It gains ATK equal to its original DEF.
● Defense Position: It gains DEF equal to its original ATK."
2648201,ZW - Sleipnir Mail,Extender,"This card's primary effect is to be equipped to an existing ""Utopia"" monster to boost its ATK. While it has a secondary effect to Special Summon a ""Utopia"" monster from the Graveyard when the equipped monster is destroyed, this is a conditional effect that relies on the equipped monster already being on the field and destroyed. Therefore, it serves to extend plays or recover from disruptions rather than initiating them.","You can target 1 ""Utopia"" monster you control; equip this monster from your hand or your side of the field to that target. It gains 1000 ATK. When this card you control is sent to your Graveyard because the equipped monster was destroyed by your opponent's card (by battle or card effect): You can target 1 ""Utopia"" monster in your Graveyard; Special Summon that target. You can only control 1 ""ZW - Sleipnir Mail""."
