card_id,card_name,card_text,category_1,category_2,justification_1,justification_2,agreed
45311864,Goblin Thief,Inflict 500 points of damage to your opponent's Life Points and increase your Life Points by 500 points.,None,None,"This card's effect is a simple burn and gain effect that does not fit the criteria for starting a combo, disrupting the opponent from hand, extending plays, breaking boards, or being a necessary brick for an engine.","This card's effect is a simple direct damage and lifegain effect with no specific activation condition or strategic role that aligns with the defined categories. It does not initiate combos, disrupt opponents, extend plays, break boards, or act as a necessary brick.",True
45349196,Archfiend Black Skull Dragon,"1 Level 6 ""Archfiend"" Normal Monster + 1 ""Red-Eyes"" Normal Monster
You can only Special Summon ""Archfiend Black Skull Dragon(s)"" once per turn. If this card battles, your opponent's cards and effects cannot be activated until the end of the Damage Step. If damage calculation is performed involving this Fusion Summoned card, at the end of the Battle Phase: You can target 1 ""Red-Eyes"" Normal Monster in your Graveyard; inflict damage to your opponent equal to its ATK in the Graveyard, then shuffle it into the Deck.",None,None,"This card is a Fusion Monster that requires specific monsters to be Fusion Summoned. Its effects are primarily combat-oriented or trigger after a battle, and it does not inherently start, extend, disrupt, or break boards on its own without already having established a presence on the field. It does not fit the typical criteria of the defined categories.","This card is a Fusion Monster that requires specific materials to be on the field and provides battle-related effects. It does not inherently start a combo, disrupt from the hand, extend existing plays, break boards, or fit the profile of a ""Garnet"" in a typical combo. Its primary function is as a boss monster.",True
45533023,Raidraptor - Blaze Falcon,"3 Level 5 Winged Beast-Type monsters
This card can attack directly while it has Xyz Material. When this card inflicts battle damage to your opponent: You can target 1 monster your opponent controls; destroy it. Once per turn: You can detach 1 Xyz Material from this card; destroy as many Special Summoned monsters your opponent controls as possible, and if you do, inflict 500 damage to your opponent for each monster destroyed.",Board Breaker,Board Breaker,"This card's effect to destroy all Special Summoned monsters the opponent controls, activated by detaching an Xyz Material, is a powerful way to clear an established opponent's board, making it a board breaker. While it can also attack directly, its primary disruptive potential lies in its board-clearing ability.","This card's effects are designed to destroy multiple monsters on the opponent's field, both during battle and as a powerful, board-clearing Xyz effect. This directly addresses and neutralizes established threats, making it highly effective for breaking an opponent's established board, particularly when going second.",True
45593005,Morphtronic Magnen Bar,"● While in Attack Position: Once per turn, if you control exactly 2 other face-up Attack Position monsters, and no additional monsters, this card gains the combined ATK of the other two monsters you control until the End Phase. The other two monsters cannot attack the turn you activate this effect.
● While in Defense Position: Monsters you control cannot attack.",None,None,"This card has no effects that can be activated from the hand or to disrupt the opponent, nor does it inherently start or extend a combo on its own. Its effects are passive or require specific board states to activate, not fitting any of the defined categories.","This card's effects are primarily stat buffs and defensive restrictions that do not directly initiate a combo, disrupt the opponent, extend plays, break boards, or act as a necessary but undesirable draw. Its effects are conditional on the number and position of other monsters, and don't align with the core functions of the defined categories.",True
45627618,Odd-Eyes Rebellion Dragon,"[ Pendulum Effect ] 
Once per turn, if you have no cards in your other Pendulum Zone: You can place 1 Pendulum Monster from your Deck in your Pendulum Zone.

[ Monster Effect ] 
2 Level 7 Dragon monsters
If you can Pendulum Summon Level 7, you can Pendulum Summon this face-up card in your Extra Deck. If this card is Xyz Summoned by using an Xyz Monster as material: Destroy as many Level 7 or lower monsters your opponent controls as possible, and if you do, inflict 1000 damage to your opponent for each card destroyed, also this card can make 3 attacks during each Battle Phase this turn. If this card in the Monster Zone is destroyed by battle or card effect: You can destroy as many cards in your Pendulum Zones as possible (min. 1), and if you do, place this card in your Pendulum Zone.",Starter,Starter,"The Pendulum Effect allows placing any Pendulum Monster from the Deck into the Pendulum Zone, which can initiate plays or search for specific combo pieces, fulfilling the role of a starter by enabling your main line of play.","The Pendulum Effect allows the player to place a Pendulum Monster from their Deck into their Pendulum Zone, which can initiate a Pendulum Summon and start a combo. This activation condition is met easily during the player's turn without needing prior setup.",True
45662855,Gem-Knight Iolite,"This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is face-up on the field, you can Normal Summon it to have it become an Effect Monster with this effect.
● Once per turn: You can banish 1 ""Gem-"" monster from your Graveyard to target 1 ""Gem-Knight"" card in your Graveyard; add that target to your hand.",Extender,Extender,"This card requires itself to be on the field (either Normal Summoned or treated as such) to activate its effect, which then facilitates further plays by retrieving other ""Gem-Knight"" cards from the graveyard. This aligns with the role of an extender that continues plays after an initial setup.","This card becomes an Effect Monster with an effect that adds a ""Gem-Knight"" card from the graveyard to the hand, which helps extend plays by recovering resources after a combo has started. It requires a ""Gem-"" monster in the graveyard to activate its effect, indicating it's not a standalone starter.",True
45705025,Heraldic Beast Unicorn,"You can banish this card from your Graveyard to target 1 Psychic-Type Xyz Monster in your Graveyard; Special Summon it. Its effects are negated. You can only use the effect of ""Heraldic Beast Unicorn"" once per turn.",Extender,Extender,"This card's effect allows for the Special Summon of a Psychic-Type Xyz Monster from the Graveyard, which typically occurs after initial plays have been made to put monsters in the Graveyard and establish an Xyz Monster. This helps to continue or extend the combo.","This card's effect requires a Psychic-Type Xyz Monster to be in the Graveyard already, meaning it's used to continue or extend plays after a previous action has occurred. It doesn't initiate a combo on its own.",True
45711266,Jurrac Ptera,"If this card is attacked, return the attacking monster to the hand after damage calculation and this card gains DEF equal to the returned monster's Level x 100.",None,None,"This card's effect activates during the Battle Phase after damage calculation and is primarily defensive, not fitting the criteria of a Starter, Handtrap, Extender, Board Breaker, or Garnet. It doesn't initiate combos, disrupt from hand, extend plays, break boards, or act as a necessary but undesirable draw.","This card's effect activates in response to being attacked, and its primary function is to protect itself and gain DEF. It does not initiate combos, disrupt the opponent from the hand, extend existing plays, or break the opponent's board. It is a defensive, on-field effect.",True
45716579,Earthbound Servant Geo Kraken,"2 ""Earthbound"" monsters
If this card is Special Summoned: You can add 1 Field Spell from your Deck or GY to your hand. If a monster(s) is Special Summoned from your opponent's Extra Deck (except during the Damage Step): You can destroy as many monsters your opponent controls as possible that were Special Summoned this turn, and if you do, inflict 800 damage to your opponent for each monster destroyed. You can only use each effect of ""Earthbound Servant Geo Kraken"" once per turn.",Extender,Extender,"This card's summon requires an established field (2 ""Earthbound"" monsters). Upon being summoned, its effect adds a Field Spell from the Deck or GY to the hand, directly continuing your plays and enabling your deck's core strategy. While its second effect provides powerful disruption, its primary function during your combo sequence is to advance your own board state, fitting the definition of an Extender.","This card is summoned from the Extra Deck, meaning a play has already started. Its first effect triggers upon being summoned to add a Field Spell from the Deck or GY to the hand, which extends your plays by providing a crucial resource. While its second effect is a powerful disruption, its primary role within your own combo sequence is to be summoned and generate advantage, fitting the definition of an Extender.",True
45894482,Gilasaurus,You can Special Summon this card (from your hand). If Summoned this way: Activate this effect; your opponent can Special Summon 1 monster from their GY.,Extender,Extender,"This card can be Special Summoned from the hand, which allows it to extend existing plays. However, its activation condition also grants a benefit to the opponent, making it less ideal as a primary starter and more suitable for continuing a turn after an initial play has been made.","This card can be Special Summoned from the hand, which allows it to extend a player's existing board or combo. Its effect requires the player to already have a presence on the field to be activated.",True
45985838,Solar Flare Dragon,"While you control another Pyro-Type monster, this card cannot be attacked. During each of your End Phases: Inflict 500 damage to your opponent.",None,Handtrap,"This card's effects are primarily passive buffs or incremental damage, lacking the proactive combo-starting, disruptive, or board-breaking capabilities required for the other categories. It doesn't extend plays, nor is it a card typically desired only for its engine components.","This card’s effect is reactive, triggered during each End Phase to inflict damage, fitting the definition of a disruptive handtrap that interacts with the opponent’s plays.",False
46005939,Pendulum Xyz,"Target 2 cards in your Pendulum Zones; Special Summon both targets, but negate their effects, then, immediately after this effect resolves, Xyz Summon 1 Xyz Monster using only those 2 monsters. When you do, you can treat the Level of 1 of the monsters the same as the other monster's. You can only activate 1 ""Pendulum Xyz"" per turn.",Extender,Extender,"This card requires 2 cards to already be established in the Pendulum Zones to activate, meaning it cannot start a combo from an empty board. Instead, it takes existing resources (Pendulum Zone monsters) and transforms them into an Xyz Summon, effectively extending your plays and building further on your established board presence.","This card requires two cards to be already established in the Pendulum Zones, meaning some setup has already occurred. It then uses these existing resources to further the player's board presence by Special Summoning them and immediately performing an Xyz Summon, thus extending current plays rather than starting them.",True
46083380,Attraffic Control,"If your opponent controls 3 or more monsters, they cannot declare an attack.",Handtrap,None,"This card's effect activates if the opponent controls three or more monsters, restricting their ability to attack. It can be activated from the hand during the opponent's turn to disrupt their offensive plays, fitting the definition of a reactive, disruptive handtrap.","This card is a Trap Card with no activation condition that directly disrupts the opponent's ability to attack. However, it does not initiate a combo (Starter), disrupt a specific opponent action from the hand (Handtrap), extend existing plays (Extender), or break an established board (Board Breaker). It's a passive effect that limits the opponent's offensive options.",False
46104361,Cyberse White Hat,"If you control 2 or more monsters with the same Type, you can Special Summon this card (from your hand). You can only Special Summon ""Cyberse White Hat"" once per turn this way. If this card is sent to the GY as Link Material: You can make all monsters your opponent currently controls lose 1000 ATK until the end of this turn.",Extender,Extender,"This card can be Special Summoned from the hand if you meet a condition (controlling two or more monsters of the same Type), allowing you to continue your plays after you have already established a board presence. Its second effect, which debuffs the opponent's monsters when used as Link Material, further supports extending your plays or setting up for further disruption.","This card can be Special Summoned from the hand if you meet a specific condition (controlling two or more monsters of the same Type). This allows it to extend your plays after a board has been established, rather than being a primary starter. Its GY effect also triggers after it's used for a Link Summon, further supporting extended plays.",True
46174776,Azamina Moa Regina,"1 Illusion monster + 1 Level 6 or higher Fiend monster
You can target 1 Illusion monster in your GY, except ""Azamina Moa Regina""; Special Summon it. When an ""Azamina"" or ""Sinful Spoils"" card or effect is activated, except ""Azamina Moa Regina"" (Quick Effect): You can target up to 2 cards on the field; destroy them. You can only use each effect of ""Azamina Moa Regina"" once per turn.",Extender,Extender,"This card is summoned from the Extra Deck, requiring prior setup (having its materials available). Its first effect Special Summons an Illusion monster from the Graveyard, which directly continues and extends your plays by providing another monster on the field for further combo lines. This fits the definition of an extender, as it builds upon an existing board state to generate more value.","This is an Extra Deck monster that is summoned as part of a combo. Its first effect requires a prior setup (an Illusion monster in the GY) and then Special Summons that monster, which directly continues or extends your plays by providing an additional body on the field for further combos.",True
46181000,Frontline Base,Once per turn: You can Special Summon 1 Level 4 or lower Union monster from your hand.,Extender,Extender,"This card's effect requires you to have a Union monster in your hand to Special Summon another Union monster from your hand, meaning it needs an initial play or board presence to extend your combo.","This card's effect requires being on the field to activate, and its ability to Special Summon another Union monster from the hand continues or extends existing plays, rather than starting them or disrupting the opponent directly.",True
46382143,Numeron Creation,"(This card is always treated as a ""Galaxy-Eyes"" card.)
If 3 or more LIGHT Dragon monsters with 3000 or more original ATK are on the field: Special Summon 1 ""Number"" Dragon Xyz Monster from your Extra Deck, then attach this card on the field to it as material. You can only apply this effect of ""Numeron Creation"" once per turn.",Extender,Garnet,"This card requires an already established board of multiple high-ATK LIGHT Dragon monsters, indicating that a significant combo or play has already occurred. Its effect then allows for an additional powerful summon from the Extra Deck, thus extending the current board state into a more potent one or a win condition.","This card has an extremely specific and high-resource activation condition (3+ LIGHT Dragon monsters with 3000+ ATK on the field). It is included in a deck only to facilitate a very particular combo or payoff after a significant, specific board has been established, making it undesirable and often a ""brick"" to draw unless that precise, resource-intensive setup is achieved.",False
46457856,Tomozaurus,"Small but vicious, this monster even attacks its own kind.",Starter,Extender,"Category: Starter This card's effect, which can be activated upon Normal or Special Summon to destroy an opponent's monster, allows for immediate progress and disruption even as the first card played, making it a potential starter for a turn.","``` Category: Extender This card can be Special Summoned from the hand if a monster is already controlled, and its draw effect is tied to Synchro Summoning, indicating it helps extend existing plays rather than starting them. ```",False
46593546,D/D/D Deviser King Deus Machinex,"[ Pendulum Effect ] 
While you have a card in your other Pendulum Zone: You can target 1 Pendulum Monster you control or in your GY; Special Summon the card in your other Pendulum Zone, and if you do, place that targeted Pendulum Monster in your Pendulum Zone. You can only use this effect of ""D/D/D Deviser King Deus Machinex"" once per turn.

[ Monster Effect ] 
2 Level 10 Fiend monsters
You can also Xyz Summon this card by using a ""D/D/D"" monster you control as material. (Transfer its materials to this card.) You can only control 1 ""D/D/D Deviser King Deus Machinex"" in your Monster Zone. Once per Chain, when a Monster Card your opponent controls activates its effect (Quick Effect): You can either detach 2 materials from this card, or destroy 1 ""Dark Contract"" card you control, and if you do, attach that opponent's card to this card as material. Once per turn, during your Standby Phase: You can place this card in your Pendulum Zone.",Extender,Extender,"The Pendulum Effect of ""D/D/D Deviser King Deus Machinex"" allows for the Special Summon of a monster from the Pendulum Zone and the placement of another Pendulum Monster into a scale, clearly continuing and extending plays. Its Monster Effect's alternative Xyz Summon condition also facilitates easier summoning to extend combo lines, and its Quick Effect disruption provides protection for an already-established board, fitting the role of getting more value after a main combo has started.","The card's alternative Xyz Summoning condition allows it to be easily summoned using an existing ""D/D/D"" monster, effectively extending a combo into a powerful monster with a disruptive Quick Effect. Its Pendulum Effect further extends plays by Special Summoning a monster from the Pendulum Zone, requiring a card in the other Pendulum Zone to be active. Both aspects continue plays after something has already been established on the field.",True
46647145,World Legacy Token,"This card can be used as a ""World Legacy Token"".


*If used for another Token, apply that Token's Type/Attribute/Level/ATK/DEF.",None,None,"This is a token card and does not have any game-altering effects, activation conditions, or strategic roles within a deck's playstyle. It simply represents a monster generated by another card's effect.","This is a Token card, not a main deck or extra deck card with an effect that activates or influences the game state in a strategic way. It is generated by other card effects and thus does not fit any of the defined categories for cards with active effects or strategic roles in hand or on field.",True
46660187,War Rock Big Blow,"During the Main Phase, if a face-up ""War Rock"" monster(s) you control leaves the field by an opponent's card effect: Destroy up to 2 cards your opponent controls. You can only activate 1 ""War Rock Big Blow"" per turn.",Board Breaker,None,"This card's effect destroys up to 2 of the opponent's cards, directly eliminating or answering established threats on their field. While its activation is reactive (triggered by a ""War Rock"" monster leaving the field due to an opponent's effect), its strategic role is to neutralize the opponent's board, aligning with the definition of a Board Breaker.","This card is a reactive Trap that activates when your ""War Rock"" monster is removed by an opponent's card effect, allowing you to destroy cards on their field. It does not initiate combos (Starter), disrupt from hand (Handtrap), extend your plays (Extender), nor is it a proactive tool to break an established board without a specific trigger from the opponent (Board Breaker). It serves as a form of ""revenge"" or deterrent for the archetype rather than fitting into the defined categories.",False
46724542,Cyber Dragon Sieger,"2 Machine monsters, including ""Cyber Dragon""
This card's name becomes ""Cyber Dragon"" while on the field or in the GY. During each Battle Phase, if this card has not declared an attack (Quick Effect): You can target 1 Machine monster you control with 2100 or more ATK; for the rest of this turn, that monster gains 2100 ATK/DEF, also neither player takes any battle damage from attacks involving this monster. You can only use this effect of ""Cyber Dragon Sieger"" once per turn.",Extender,Extender,"This card requires other Machine monsters, including ""Cyber Dragon"", to be summoned, indicating it's typically played after an initial summon or as part of a larger strategy, extending plays rather than initiating them. Its ATK/DEF boosting effect also serves to further an existing board state.","This card requires other ""Cyber Dragon"" monsters to be on the field to be Fusion Summoned, and its primary effect is to boost the ATK of another monster, extending existing plays rather than initiating them.",True
46796664,D/D Savant Copernicus,"[ Pendulum Effect ] 
You cannot Pendulum Summon monsters, except ""D/D"" monsters. This effect cannot be negated. Once, while this card is in your Pendulum Zone, you can negate an activated Spell effect that would inflict damage to you, then destroy this card.

[ Monster Effect ] 
If this card is Normal or Special Summoned: You can send 1 ""D/D"" or ""Dark Contract"" card from your Deck to the GY, except ""D/D Savant Copernicus"". You can only use this effect of ""D/D Savant Copernicus"" once per turn.",Starter,Starter,"The monster effect allows it to send a ""D/D"" or ""Dark Contract"" card from the Deck to the GY upon Normal or Special Summon, which is a strong opening play to set up subsequent combos.","The monster effect allows the player to send a ""D/D"" or ""Dark Contract"" card from the Deck to the GY upon Normal or Special Summon. This directly facilitates the start of a combo by putting a necessary piece into the graveyard, making it a strong opening play.",True
46820049,Mefist the Infernal General,"If this card attacks a Defense Position monster, inflict piercing battle damage. If this card inflicts battle damage to your opponent: Make your opponent discard 1 random card.",None,None,"The card's effects are passive combat-related abilities (piercing damage) and a battle-damage trigger that affects the opponent. It does not have an activation condition that allows it to initiate plays, disrupt the opponent from hand, extend existing combos, break boards, or serve as a necessary but undesirable brick. Therefore, it does not fit any of the defined categories.","This card's effect only activates after it attacks and deals battle damage. It does not have an effect that can be activated from the hand, initiate a combo, extend a play, break a board, or is a necessary brick for an engine.",True
46821314,Humanoid Slime,This slime apparently has some human genes in its genetic makeup.,None,None,"The provided text does not describe any game effect. It appears to be flavor text describing the monster's appearance. Without a card effect, it cannot be classified into any of the given categories.","The provided text is flavor text and does not describe any card effects or conditions for activation, thus it cannot be classified into any of the given categories.",True
46956301,White Aura Porpoise,"1 WATER Tuner + 1+ non-Tuner monsters
If this card is Synchro Summoned: You can Special Summon 1 Level 4 or lower Fish monster from your hand or GY in Defense Position, then you can Special Summon 1 monster with that same name from your GY. You can only use this effect of ""White Aura Porpoise"" once per turn. If this card in your possession is destroyed by your opponent's card and sent to your GY: You can banish 1 other WATER monster from your GY; Special Summon this card, and if you do, it is treated as a Tuner.",Extender,Extender,"As an Extra Deck monster, this card is not a starter. Its primary effect activates upon being Synchro Summoned, which means a play has already begun. It then Special Summons additional monsters to continue or extend the current combo, perfectly fitting the role of an extender by building more board presence or enabling further summons. Its revival effect also provides follow-up or recovery to extend plays.","This card's primary effect activates upon being Synchro Summoned, which requires already having monsters on the field. It then Special Summons up to two more monsters, extending your combo by providing additional materials for more plays, rather than starting them.",True
46967601,Cursed Bill,"When the equipped monster is destroyed and this card is sent to the Graveyard, inflict damage to the player who controlled the equipped monster, equal to the monster's original DEF.",None,None,"This card's effect is a passive effect that triggers upon destruction of the equipped monster. It does not initiate plays, disrupt the opponent from hand, extend existing combos, break boards, or function as a brick within an engine. Its role is primarily to provide a small damage-based deterrent when the monster it is attached to is destroyed.","The effect of this card is a continuous effect that triggers when the equipped monster is destroyed and sent to the Graveyard. It does not fit the activation conditions or strategic roles of Starter, Handtrap, Extender, Board Breaker, or Garnet. It does not initiate plays, disrupt the opponent from hand, extend existing combos, break boards, or act as a necessary but undesirable brick.",True
47017574,Number C92: Heart-eartH Chaos Dragon,"4 Level 10 monsters
Cannot be destroyed by battle. When a monster you control inflicts battle damage to your opponent: You gain Life Points equal to the damage they took. If this card has ""Number 92: Heart-eartH Dragon"" as an Xyz Material, it gains this effect.
● Once per turn: You can detach 1 Xyz Material from this card; negate the effects of all face-up cards your opponent currently controls, until the end of this turn. This activation and effect cannot be negated.",None,Board Breaker,"This card is an Xyz Monster whose primary effects are passive benefits (gaining LP) or conditional effects that require it to be on the field and have specific materials. It does not fit the criteria for starting plays, disrupting from the hand, extending existing combos, breaking established boards, or being a necessary but undesirable draw. Its effects are tied to its presence on the field and the presence of other specific cards.","This card's effect to negate all of the opponent's face-up cards is a powerful disruption that is typically used to break an established board, especially when going second. While it requires a specific setup of an Xyz Monster with another specific monster as material, its primary strategic role is to neutralize the opponent's threats.",False
47030842,Geargiaccelerator,"If you control a ""Geargia"" monster, you can Special Summon this card (from your hand) in Defense Position. When this card is sent from the field to the Graveyard: You can target 1 ""Geargia"" monster in your Graveyard, except ""Geargiaccelerator""; add that target to your hand.",Extender,Extender,"This card's primary effect allows for a Special Summon from the hand when a ""Geargia"" monster is already on the field, which is a condition for continuing or extending existing plays.","This card requires a ""Geargia"" monster to already be on the field to be Special Summoned from the hand, allowing for the continuation of plays rather than initiating them. Its GY effect also provides further advantage after a play has started.",True
47219274,Freki the Runick Fangs,"2 ""Runick"" monsters
When an attack is declared involving this card in the Extra Monster Zone: You can banish the top 2 cards of your opponent's Deck. Neither player takes any battle damage from attacks involving this card. If this card on the field is destroyed by battle or card effect: You can target 1 ""Runick"" Quick-Play Spell in your GY; add it to your hand. You can only use this effect of ""Freki the Runick Fangs"" once per turn.",Extender,Extender,"This card is a Fusion Monster, requiring 2 ""Runick"" monsters as material, meaning it cannot begin a main play. Once summoned, it provides additional deck milling and resource recovery for Runick Quick-Play Spells, allowing the player to continue their strategy and gain more value after their initial Runick plays have started.","""Freki the Runick Fangs"" is an Extra Deck monster that requires 2 ""Runick"" monsters for its Fusion Summon, meaning it cannot begin a combo by itself. Once summoned, its effects continuously mill the opponent's deck and recycle ""Runick"" Quick-Play Spells upon destruction. This allows the player to continue and extend their core milling strategy and resource loop after the initial plays have been made, providing ongoing value and pushing towards the win condition.",True
47408488,Crystal Tree,"Each time a ""Crystal Beast"" monster(s) is placed in either player's Spell & Trap Zone, place 1 Crystal Counter on this card. You can send this card to the GY; take a number of ""Crystal Beast"" monsters from your Deck equal to the number of Crystal Counters that were on this card, and place them face-up in your Spell & Trap Zone as Continuous Spells.",Starter,Starter,"This card can be sent to the GY from the hand to search for multiple ""Crystal Beast"" monsters and place them into the Spell & Trap Zone as Continuous Spells, enabling the deck's core strategy and setting up future plays.","This card can be sent from the field to the GY to search for a number of ""Crystal Beast"" monsters from the Deck and place them into the Spell & Trap Zone as Continuous Spells. This provides an immediate advantage and facilitates the core strategy of a ""Crystal Beast"" deck, fitting the definition of a starter.",True
47436247,Shien's Dojo,"Each time a ""Six Samurai"" monster(s) is Normal or Special Summoned, place 1 Bushido Counter on this card. You can send this card to the GY; Special Summon 1 ""Six Samurai"" or ""Shien"" Effect Monster from your Main Deck, whose Level is less than or equal to the number of Bushido Counters on this card.",Starter,Starter,"This card can be activated from the hand to Special Summon a ""Six Samurai"" or ""Shien"" monster from the Deck. The number of Bushido Counters it generates can be influenced by subsequent plays, but its initial ability to bring out another monster makes it a strong starting point for combos.","This card's effect allows for the Special Summon of a ""Six Samurai"" or ""Shien"" monster from the Main Deck by sending itself to the GY, which can initiate a combo by bringing out a key monster. The Bushido Counters it accumulates can be used to summon stronger monsters as the turn progresses, acting as a powerful opening play.",True
47658964,Searing Fire Wall,"Banish any number of ""Laval"" monsters from your Graveyard; Special Summon an equal number of ""Laval Tokens"" (Pyro-Type/FIRE/Level 1/ATK 0/DEF 0) in Defense Position.",Starter,Extender,"This card initiates a play by banishing monsters from the graveyard to Special Summon tokens, which can then be used to further extend combos or fulfill other card requirements, marking it as a potential starting piece.","This card requires ""Laval"" monsters to be in the Graveyard, indicating that other cards or effects must have already placed them there or the player already has them. It extends plays by generating ""Laval Tokens"" for further summoning or resource generation.",False
47674738,Adamancipator Risen - Leonite,"1 Tuner + 1+ non-Tuner monsters
During your Main Phase: You can excavate the top 5 cards of your Deck, and if you do, you can add 1 excavated ""Adamancipator"" card to your hand, also place the rest on the bottom of your Deck in any order. During your opponent's turn, if a FIRE monster is in your GY (Quick Effect): You can target 1 Rock monster in your GY; Special Summon it. You can only use each effect of ""Adamancipator Risen - Leonite"" once per turn.",Extender,Extender,"As an Extra Deck monster, this card cannot be in your opening hand and requires a Synchro Summon to be brought out. Once on the field, its ability to excavate and search for ""Adamancipator"" cards helps continue or extend your combo lines, while its Quick Effect during the opponent's turn can further extend your board or provide disruption, fitting the role of pushing through plays after a start.","This card is a Synchro Monster, meaning it requires existing monsters on the field to be summoned from the Extra Deck, thus requiring something to have started already. Its effects then further extend your plays by searching for ""Adamancipator"" cards (enabling more combos) and by recycling Rock monsters from the GY (maintaining or building board presence), fitting the definition of an Extender.",True
47737087,Elemental HERO Rampart Blaster,"""Elemental HERO Clayman"" + ""Elemental HERO Burstinatrix""
Must be Fusion Summoned and cannot be Special Summoned by other ways. This card can attack while in face-up Defense Position, but only if your opponent controls no monsters, and if it does, this card's ATK is halved during damage calculation only.",Handtrap,None,"This card’s effect – restricting attacks based on the opponent’s board state – is a reactive effect designed to disrupt the opponent’s plays during battle. It’s a defensive handtrap that responds to the opponent’s actions, fitting the typical handtrap archetype.","This card is a Fusion Monster that requires specific materials to be Fusion Summoned. Its effect is a situational combat ability that does not inherently start a combo, extend plays, disrupt the opponent, break boards, or fit the description of a Garnet. Therefore, it does not fit into any of the defined categories.",False
47873397,Totem Pole,"Your opponent cannot target Rock monsters you control with 0 original ATK, with card effects. Once per battle, when an opponent's monster declares an attack: You can negate that attack, and if you do, place 1 counter on this card. If this card has 3 counters, send it to the GY. If you have 3 or more Rock monsters in your GY with 0 ATK and different names from each other: You can banish this card from your GY; any effect damage your opponent takes this turn is doubled.",None,None,"This card's effects are primarily defensive, offering protection from targeting and negating attacks for specific monsters you already control. It does not start your plays, extend your combos, break the opponent's board, or act as a handtrap. Since its role is to support an established field rather than fitting into any of the proactive or reactive categories provided, it does not match any of the given classifications.","This card provides passive protection and reactive disruption rather than fitting into a core strategic role. It doesn't start or extend combos, isn't a handtrap, and doesn't proactively break an opponent's board. Its effects support a specific ""Rock"" monster strategy by protecting them and offering minor battle disruption, but it doesn't fit the defined roles of Starter, Extender, Handtrap, or Board Breaker.",True
47894537,Jongleur-Ghoul Illusionist,"''A captivating street performer, who'll catch you off guard with his song and dance and hocus pocus attacks. Once his eyes start spinning, danger is impending, so make a run for it!''",None,None,"This card is a Normal Monster, meaning it has lore text but no effect. All the provided categories (Starter, Handtrap, Extender, Board Breaker, Garnet) are defined by a card's effect and its strategic role. Since this card has no effect, it does not fit into any of these classifications.","The provided text is flavor text for a Normal Monster, which has no effects. As it lacks any effect, it has no activation condition or inherent strategic role, and therefore does not fit into the categories of Starter, Handtrap, Extender, Board Breaker, or Garnet.",True
48015771,Summon Over,"Each time a monster(s) is Special Summoned, place 1 Summon Counter on this card (max. 6). This card with 6 Summon Counters cannot be destroyed by card effects. At the start of each Main Phase 1, if this card has 6 Summon Counters: The turn player can activate this effect; they send this card to the GY, and if they do, they send all Special Summoned monsters their opponent controls to the GY.",None,None,"This card's effect revolves around accumulating Summon Counters to gain an effect that destroys the opponent's monsters. It doesn't initiate a combo on its own, disrupt the opponent from hand, extend existing plays, or break an established board. Its primary function is to build up to a powerful effect rather than being a direct enabler, disabler, or breaker in the typical sense of the given categories.","This card's effect is passive and focuses on accumulating counters to grant an immunity to destruction. It does not initiate a combo, disrupt the opponent from hand, extend plays, or break boards in the traditional sense. Its primary function is defensive and conditional, not fitting into the defined strategic roles.",True
48086335,Artifact Failnaught,"You can Set this card from your hand to your Spell & Trap Zone as a Spell Card. During your opponent's turn, if this Set card in the Spell & Trap Zone is destroyed and sent to your Graveyard: Special Summon it. If this card is Special Summoned during your opponent's turn: You can target 1 ""Artifact"" monster in your Graveyard; Set that target in your Spell & Trap Zone as a Spell Card.",Extender,Extender,"This card is activated from the Spell & Trap Zone on the opponent's turn, after being Set. Its effect to Special Summon itself and then Set an ""Artifact"" monster from the Graveyard allows for continued plays or setting up future interactions, fitting the role of an extender that requires a prior setup (being Set on the field).","This card is set to the Spell & Trap Zone and then Special Summoned during the opponent's turn when destroyed, which allows for follow-up plays by setting an ""Artifact"" monster from the graveyard. It requires an existing card in the Spell & Trap Zone to be destroyed to be activated, fitting the definition of an extender.",True
48135190,Gravelstorm,Target 1 Spell/Trap Card on each side of the field; return them to the hand.,Board Breaker,Handtrap,"This card's effect allows the player to return Spell/Trap cards on both their opponent's and their own field to the hand. This directly addresses and removes established threats on the opponent's field, making it a classic board breaker, especially useful when going second.","This effect allows for reactive disruption – returning opponent's cards to hand, which is a classic handtrap strategy to interrupt their plays and reset the board. The activation condition (opponent controlling cards) is typical of a handtrap designed to react to the opponent’s actions.",False
48144509,Odd-Eyes Fusion,"Fusion Summon 1 Dragon Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Materials. If your opponent controls 2 or more monsters and you control no monsters, you can also use up to 2 ""Odd-Eyes"" monsters in your Extra Deck as Fusion Materials. You can only activate 1 ""Odd-Eyes Fusion"" per turn.",Starter,Starter,"This card initiates plays by allowing a Fusion Summon from the Extra Deck using readily available resources (hand or field), and its effect to use ""Odd-Eyes"" monsters from the Extra Deck as Fusion Material when going second can also initiate plays without requiring a specific board presence.","This card initiates plays by allowing a Fusion Summon of a powerful Dragon Fusion Monster from the Extra Deck using monsters from the hand or field, which is a common starting point for many combos. The alternate activation condition, allowing use when behind on board, further supports its role in starting a comeback or establishing a presence.",True
